ID,t1,t2,t3,t4,t5
2943,-0.868489,0.29957355,0.30038663,0.10076566,9.13200656
2944,NaN,NaN,0.77943747,0.84914692,-75.068674
2945,-0.0535971,-1.2283358,2.81843304,-2.5485385,93.9418201
2946,-0.4747285,-1.3097988,0.78012856,-0.1816397,-26.313653
2947,-0.269876,-0.836314,2.47302212,-2.4400739,-8.6982049
2948,NaN,NaN,-0.4265649,4.1414966,57.5170015
2949,NaN,NaN,0.07021014,-3.0481659,-78.846959
2950,1.4866996,0.73330839,0.24086051,0.08999083,87.9660393
2951,-1.8977526,2.90742237,-0.1638964,-2.2927682,-16.66096
2952,-1.0455818,-0.6706143,-0.4830014,-1.7496014,106.411793
2953,2.4128344,-1.6632959,0.09536821,-3.3854754,28.567803
2954,0.44186243,0.99267747,-1.9106597,-2.4904079,38.6318454
2955,0.1069347,-0.4049259,-0.9408022,1.98492775,73.0608049
2956,0.06312916,-1.3294086,1.52522972,-1.0636641,26.2121124
2959,0.08374521,-1.0267547,0.51325686,-0.2054496,42.0180767
2960,1.10090935,-1.0039728,0.14359589,-1.5460119,-7.9451915
2965,0.47264736,-0.7807446,1.56522601,0.08986021,75.699803
2966,-0.6840061,0.84325709,0.82406816,-0.3629836,60.6379317
2968,0.41182778,-0.0932596,NaN,NaN,NaN
2969,0.28500322,-0.6613732,NaN,NaN,NaN
2970,-0.0273319,0.01650598,-0.3365368,1.44096092,71.0261552
2971,-0.2179614,0.83715586,0.13722663,-0.969882,95.2692556
2974,-0.2805087,-0.1474279,0.59259626,-3.4386959,102.195747
2976,-0.9600292,-2.1379466,0.51939022,3.22983242,-24.767867
2977,0.74965921,0.62380944,0.51903687,4.07934623,-39.899924
2978,-0.4863263,-1.3941269,-0.9783376,1.02035778,72.6001051
2979,-0.115294,0.09754387,-0.7840628,-0.7373532,26.6431998
2980,-0.0434163,-0.6827492,1.31748572,-2.5330921,5.72472032
2981,-1.3263093,-0.9341885,1.29392599,-0.8876477,116.795945
2983,1.48773614,0.27167376,-0.327921,-4.301402,132.101543
2984,2.23488383,0.68892698,NaN,NaN,NaN
2985,-0.8701005,-1.8394166,1.53374774,-0.4584767,-25.537832
2986,-2.0932913,-0.0001231,NaN,NaN,NaN
2987,-0.3664681,-0.2943307,NaN,NaN,NaN
2988,-1.1282506,0.03214175,-0.7088794,0.93390295,202.659337
2989,-0.1523308,-0.445035,-0.4137143,-4.4441153,-70.067599
2990,NaN,NaN,NaN,-1.3023661,-2.482015
2991,-0.5419436,-0.7194352,0.53374799,0.54152324,-29.130881
2992,-0.2784604,0.74276068,-2.0205076,2.59712832,24.1241523
2993,0.27356394,-0.5492926,1.32054688,-6.2014965,81.6074851
2996,0.55343383,-1.4748002,-0.0084513,0.80699346,31.9531177
2997,3.32523218,0.07182395,-0.0199355,-2.0371394,-29.958315
2998,-0.6718316,-1.8369666,-0.0584173,-2.9086301,144.607589
3000,-0.464852,-0.1915492,-1.0876242,-1.763545,28.1704762
3002,-0.4690836,0.44889241,1.03158649,-0.7432443,76.54603
3003,-1.0325316,0.20524093,1.27463191,-1.9204715,142.53544
3004,-0.4624037,-0.802548,0.12597177,-4.631342,-15.088053
3007,-0.2872089,0.4518804,1.03163238,0.22203769,78.494031
3010,0.84191506,-0.0786779,-0.0913669,-2.2500696,96.3636833
3011,0.54328159,0.32399693,-0.8197722,-0.6869465,-47.392093
3012,-0.4299344,1.29791237,0.6621427,-1.0017449,-28.642062
3013,0.05938652,0.20519839,0.70381161,3.28447185,12.9623077
3016,1.35358819,-1.1177537,0.96815941,-0.2392941,27.6646915
3017,-1.0215143,-0.6966812,NaN,NaN,NaN
3018,0.77038705,0.7871492,-0.043927,-5.3225752,-74.358491
3019,-0.6665644,-0.0691823,0.98472663,-1.636595,-77.926332
3020,-1.1737901,-0.4098644,0.98787483,-3.9857348,61.6476698
3022,-0.8868936,NaN,0.9869072,-2.476633,24.4156441
3023,0.01940402,-0.1585975,0.38976071,-4.4768374,18.652491
3025,-0.3645502,0.38501204,-0.5318408,-2.2392939,32.0227268
3026,-0.8467521,-1.7506215,-0.2966635,-4.4955788,77.0998395
3027,-1.127367,-0.050964,-0.0318406,-0.2392939,32.0226773
3028,-1.9124103,0.07892025,-1.5199352,-1.0371389,17.2077138
3029,-0.4026014,1.21448587,-0.0794618,-0.0479138,91.2816804
3030,1.1347848,-0.708141,-2.0921539,2.83796125,11.9184752
3031,-0.6856188,0.43467675,0.39053301,-1.5821837,-157.25771
3032,0.13374489,-0.0460403,-0.8259212,-3.9716374,38.0083079
3033,-0.0216804,-0.0254583,-0.3098822,-2.6800533,101.244882
3035,-0.2864271,0.26322035,0.04289397,1.97415036,161.28226
3036,0.66191159,0.59208794,-1.367525,-2.3865145,25.0650605
3038,1.69764535,-0.5108597,-0.3496666,-4.0832829,8.39007186
3039,-0.4025893,0.52547823,-0.6102395,-3.4768368,18.6524598
3040,-0.9610991,-2.5250636,-1.2006652,-1.0508308,109.561456
3041,2.51478568,0.89235738,NaN,NaN,NaN
3042,-0.1098301,1.79231251,2.3957894,-5.3719043,16.4344602
3044,-1.2860355,-0.096706,0.37167507,-1.7916349,44.8654552
3045,-0.1954042,1.1314257,0.4129669,-2.6630041,45.4886219
3046,-0.6467068,-1.4099604,-0.5929857,-0.7640814,52.2006401
3047,0.5402528,-0.6594737,1.47249346,-0.6522286,-17.634387
3049,-0.2173528,1.2166628,-0.2395955,-0.1131519,29.7919392
3050,-0.291785,-0.4931358,-1.0084299,3.14426855,229.186669
3051,1.97053466,0.43941061,NaN,NaN,NaN
3054,-0.0727856,-0.7630424,0.09642472,1.1461789,63.3532293
3055,2.57897603,-2.055038,1.05314351,-1.9403504,63.5107673
3056,1.60207629,0.10460337,1.05263665,-2.3284399,41.3627386
3058,0.91509724,-1.4278679,1.05199151,0.98762815,17.5326875
3059,-0.8265408,0.33913208,0.41990235,-1.9521732,11.2194942
3060,-1.4213644,-0.9310537,0.10848565,-5.9987436,115.828328
3061,-0.7198941,-0.0240365,-0.8128026,2.23378487,43.1012861
3062,-0.8755445,0.63115686,-0.5888854,-1.4898309,-105.65706
3063,1.26411288,1.93184092,NaN,NaN,NaN
3064,-0.0076741,0.92271026,-0.1793109,-4.0638229,-14.748023
3065,0.1990699,0.05889076,0.87441475,-3.0481324,-10.000349
3066,-0.8193721,-0.0807592,0.90473101,-0.1310274,-6.5581128
3068,0.03240816,-1.3411525,-0.1071742,-1.3331828,15.5629147
3069,-1.2535894,-1.2279173,-0.0833642,-0.928872,-11.834076
3070,-0.1947751,0.91111014,0.68245394,-3.2682017,8.92564457
3073,-1.0561004,-2.0068649,0.436728,-6.9975264,43.4853135
3074,-0.4956823,1.58553029,-1.2335667,-3.0082187,27.7839161
3076,-0.3250948,0.19673302,0.27246707,-0.4309758,-15.800746
3077,0.28017306,0.89567649,-0.125056,0.88057234,-55.290062
3078,1.81175078,-0.3098438,-0.4607092,-4.9588487,177.287688
3079,-0.5926986,-0.5720715,1.55938343,-2.6849232,206.732049
3080,0.49714178,-0.5272777,-1.209453,-1.588488,15.5549492
3081,-0.4296084,0.80779304,-2.1297717,-1.6001657,38.9298477
3082,-0.6802187,0.25959256,0.64259784,-2.6816965,43.8951254
3083,0.19886759,0.90896717,-0.7687719,0.97879963,77.0003894
3084,-0.5780024,-0.6442997,2.08807235,-2.2987601,-25.056896
3085,-1.0755969,-0.5796251,1.33834037,-5.5381872,152.325264
3086,-0.2057031,-0.9603882,-2.1237438,-2.4952335,58.3339493
3087,-0.9596199,0.17864335,-0.5936017,-1.9705692,28.2128718
3089,0.015789,0.96133831,0.95191699,-2.2802812,2.80998371
3090,-1.276998,0.70642323,-1.069488,-4.550838,8.16886555
3091,-1.4913268,1.41685377,NaN,NaN,NaN
3092,-0.8779719,-1.0783045,-1.9911192,-2.1867104,-66.997143
3093,0.83958878,-0.553288,-1.0875734,-1.8656359,30.563875
3094,0.3452754,1.0282813,-0.045374,-3.1311063,-12.119087
3096,-0.7256131,0.78185133,0.495803,-0.6352478,55.1561831
3097,NaN,NaN,NaN,NaN,NaN
3099,-1.4740485,-0.2690522,0.66016401,0.82088921,-41.254871
3100,0.21236729,-0.4946817,1.79170787,-2.888889,48.0446877
3101,0.00333938,1.80581129,0.70881654,-0.523909,54.8789336
3104,-0.4202802,-1.5823111,-0.1840363,1.29548778,-40.27011
3105,-0.2505823,-1.0432869,1.66008758,0.42208851,-32.295876
3108,2.33317923,-0.726294,0.37325427,-1.644134,-4.4092081
3109,-0.3285033,-1.474678,1.37376113,-0.2660451,17.1598766
3110,-1.2491436,-1.047752,0.48029904,-0.3906269,-11.23999
3111,0.2673,-0.2353927,-0.2673727,-3.1195982,56.8328839
3113,-0.3400602,-3.1069152,0.37248608,-1.8921488,-21.03418
3114,0.78040123,0.87425259,1.17338242,-3.0246569,70.8958523
3116,1.47659336,-1.3795121,NaN,NaN,NaN
3117,0.42399569,-2.1596261,0.78129059,-2.3023268,35.6036467
3118,-0.864948,-0.1285966,NaN,-3.0036854,138.844869
3119,-0.7257252,-0.8953584,-1.2347888,-1.5867074,8.94487264
3120,0.76877425,0.53542901,NaN,NaN,NaN
3121,-0.8235202,-0.2427061,NaN,NaN,NaN
3124,2.02651646,0.045819,0.89640809,-4.105138,137.145363
3128,1.60396956,-1.5658303,NaN,NaN,NaN
3129,-1.0707021,-1.5852107,3.69180783,-1.6195527,21.8825706
3131,1.33405991,-1.169913,NaN,NaN,NaN
3133,0.02886239,-0.9073489,1.56618502,-0.7547727,-81.666617
3136,0.780888,-0.4110572,1.5706339,0.30694974,219.552505
3139,0.73840738,-0.1126159,0.93113635,-1.9013801,50.6139915
3141,3.61459018,-0.7768138,0.84032156,-2.6109554,77.2091866
3142,-1.1797808,-0.2439917,1.33067509,1.82127475,-49.034155
3144,0.16257408,-0.5993982,-0.4353961,-2.053026,82.1315161
3145,1.14837029,0.15006189,0.08869325,-0.0919216,52.7251039
3146,0.67806879,1.29280436,0.08160615,-1.78888,29.2601366
3147,-0.4067648,0.81497372,1.02888746,-3.6594917,127.312549
3148,-0.3208212,-0.0904255,-1.39968,-3.4465607,54.1415199
3149,1.03288062,-0.7629947,1.14794054,-2.6379406,5.36154838
3150,0.82248575,0.36951881,1.23598111,-0.7445391,132.812077
3152,-0.472674,0.55041455,0.02888746,-0.6594919,141.287554
3153,-0.9860258,-1.4995638,0.94478467,0.17841188,83.4157768
3154,-0.7858856,-0.4594999,-0.8342011,-2.3347072,2.31255715
3156,-1.1852217,-1.0020089,0.3203792,-0.2754786,77.479151
3157,NaN,1.99534192,1.3203792,-2.2754784,77.4791312
3158,-0.6261747,-2.5972724,1.00121824,-2.2410341,-8.4979625
3159,-2.544951,-0.2177558,1.36276886,-3.8621089,120.346526
3162,0.67960094,-0.9682685,1.37743397,0.75052303,-27.006218
3163,-0.8682666,-1.6098985,0.37760404,-0.480114,-19.472241
3164,-0.8507471,1.43891521,2.36860638,-3.4360162,13.7400857
3166,-0.6172761,-0.9579025,0.3771422,-0.9229232,-40.020204
3168,0.95092813,-0.3741844,0.98193503,0.11083236,-3.4151045
3169,1.09448235,-3.4810452,-1.5190625,5.59641335,-45.622055
3170,-0.2835472,-0.4945844,1.44906615,-1.1183471,44.3446231
3171,0.63170542,-0.2018767,0.0890873,0.64741312,77.6363296
3172,-1.1990303,-0.3173782,-2.2859069,0.77004162,-49.636589
3174,0.27721801,2.96036796,1.08908768,-4.3525869,86.1873895
3175,0.94448521,0.68475444,-0.055215,0.1784114,134.391761
3176,-0.3536438,0.01573786,-2.4049596,-4.2515105,80.0533973
3177,0.69316131,-1.1100875,0.08317571,-0.2206311,-64.819239
3178,0.51179783,-0.3084381,-0.069532,-4.0906541,157.771771
3179,-0.1973635,-1.2490863,-2.3275756,-1.9375013,11.9163637
3180,-1.1992466,0.58959468,0.1605188,-3.1396563,24.4163913
3181,0.86403575,0.41830127,-1.2978124,-2.4321132,-15.559605
3183,-1.0583591,0.99273765,-1.3692438,-0.6450436,68.5644156
3184,-0.4499892,-0.5333236,1.26171409,2.57866159,-71.562648
3188,-0.8535513,-0.383818,-1.2163367,1.43414036,169.50956
3189,-0.6811046,-1.9713503,1.70657188,-0.6158962,108.44677
3190,-0.2554703,-1.7610172,0.36112767,0.60860085,11.3126132
3191,-1.4857335,-0.2264945,0.35790296,-2.6110604,-130.57939
3192,-0.3256994,-0.1572987,3.06135679,-0.1662019,14.5193951
3193,-0.2948142,-0.3047964,0.52460852,-2.3518441,80.3864131
3195,0.50538401,0.23071389,0.10436509,-2.2154441,26.577009
3196,-0.0661438,-1.4307162,0.18659186,-1.4058477,136.014594
3197,-0.2535416,-0.2533511,0.19757599,-2.0210779,91.8966272
3198,0.03892914,-0.7927822,0.18842238,-1.3417211,89.7885514
3200,-1.5194132,-0.999399,-0.0178691,1.40722966,98.6677185
3202,-0.6391762,-1.1248304,0.07255686,-2.0187782,11.344757
3203,-0.1182209,-1.3219216,0.21065536,-1.3909194,19.6277324
3205,1.13434872,0.96786111,0.06155777,-4.2153168,109.914124
3206,-0.7842566,-1.0274877,-0.1864322,0.51925912,33.7256813
3207,-0.9219244,0.05148011,-0.1864318,4.51925931,33.7257278
3208,-1.0620881,-0.6468471,-0.1864318,0.51925966,33.7256838
3210,-1.1992467,0.74804304,-0.7930469,-2.212461,163.151482
3211,0.04808015,0.52179627,1.91226275,0.86619666,90.1981973
3212,-0.1019243,0.63711188,-0.0040247,0.1565882,64.1031464
3214,-0.0801747,-0.3732635,0.51421344,-3.4407981,-26.75011
3215,-0.3369451,-0.0101967,0.44862141,-2.4679056,36.9439201
3216,0.08617051,0.00010303,0.60614571,2.38507414,129.167695
3217,-0.4166581,0.76784884,0.37574907,-1.2743433,-3.6995335
3218,0.21888505,-1.1466536,1.48797658,-3.8516407,-1.2731587
3220,-0.1047549,-0.503544,-0.1691837,1.02765966,48.0479046
3221,-1.6,0.36323644,-0.1870416,-4.2755736,65.9059637
3223,0.94903731,0.34607881,1.59878538,0.21056562,34.7273559
3224,-0.2500514,-0.6353079,2.59746504,0.64918016,-24.176665
3226,-1.2521783,1.20042648,-0.1388104,-3.6721206,7.88275378
3227,1.02041337,-2.7408062,0.78319486,1.21903939,108.870904
3228,-0.95157,-0.8260377,-0.1989469,-0.4777288,95.086905
3229,-0.0615045,2.01903423,-0.163018,-2.668803,13.6459
3230,0.42995308,-0.6784436,0.08357576,1.76498659,7.45091199
3231,-0.5834724,0.80951102,0.81891135,-2.1744955,76.7939568
3232,-1.5116128,0.85273124,-0.9746217,-1.0541887,74.6562373
3234,1.84722671,1.32231365,-1.6451603,-3.3655694,14.5969125
3235,1.96972675,-0.6859337,0.08015609,-2.5164588,126.680778
3236,-1.0220148,1.35668264,0.27436494,1.65342067,39.5691085
3237,-0.8688465,0.27579966,-1.4521401,-1.8414795,63.6959185
3238,-0.5993192,-1.024653,1.73895922,-2.7963465,-24.275208
3239,0.56781641,-1.2067407,1.24263564,0.482597,-80.392175
3240,0.18429353,0.46854699,0.16416171,2.11470535,9.58347013
3241,1.84566224,-1.8087342,0.6633334,-3.71035,-26.658483
3242,-0.0927545,-1.8765148,0.25032954,1.31974452,25.0308792
3243,-0.9177916,-0.6630548,0.16405441,0.82238418,4.88552156
3244,-0.3341653,-0.7605734,2.66339439,-1.7633081,-23.973495
3245,-1.0351488,-1.8851074,-0.3366058,2.01669097,-23.973512
3246,-1.6049418,-1.2700154,0.66368598,0.16013779,-11.221479
3248,0.09741276,2.05535555,-1.0425545,-2.7469709,-88.461518
3249,-0.6832446,1.45314767,-0.434283,-3.5382461,61.757934
3250,-1.0556669,0.08935934,0.05381207,-1.7404011,73.661907
3252,0.0696363,-0.9565792,1.19540182,-0.5707653,60.6000294
3253,0.3077951,0.16606593,1.24878627,-0.9430851,121.984429
3254,0.45888334,-0.384519,0.08952883,-5.1339357,49.6358991
3255,-0.4445733,0.03876225,0.23834438,0.39300269,-101.87905
3256,0.70018065,-0.3562141,-0.7479595,2.18767066,-21.406114
3257,-1.118097,1.16194754,2.61911012,-1.317315,13.0734369
3258,-0.1475074,0.01134461,0.16096035,-1.9210047,-19.543029
3259,-0.6700079,0.43502014,0.28291238,-1.9911286,-18.048929
3260,-0.8029948,0.21187789,0.27084422,-2.9047052,123.963095
3261,0.53049732,-0.7903098,0.25568638,-0.5214368,23.8690386
3262,-0.02255,-1.5005997,1.43802101,0.29462642,9.55249745
3263,1.54371984,1.70590754,-0.45214,-2.8414791,87.861948
3264,-0.4091664,0.12782445,-0.9405455,-2.4399459,67.2386465
3265,-0.4246891,0.96157356,-0.0383039,2.76865421,-114.43517
3266,-0.0998608,0.18445668,1.77171746,8.4958037,-12.957115
3267,0.73426283,-0.2976739,0.71924448,-1.3258828,37.3568855
3268,0.0544365,0.55241475,0.62741463,3.23616747,125.407899
3270,2.96020756,1.1001972,0.45519993,-7.0062439,97.1714529
3271,-0.5389923,0.52045492,1.67332963,6.95514215,95.2909144
3272,-1.0438991,0.39362255,-0.4210029,-6.2821368,79.5824673
3274,0.16214252,0.73537878,2.46175851,-4.9035337,109.976446
3275,-0.1484401,0.87675399,0.81430599,1.68342868,-18.69971
3276,0.93461821,-0.101612,-0.4710578,NaN,-66.866955
3277,-1.5882696,-0.7455338,-0.2522071,0.65598276,-88.338531
3278,-1.986871,-1.9250437,-0.5313418,-6.4818859,-0.6789268
3280,1.40003006,-1.0901185,-0.5072285,-4.0621557,-25.678935
3284,-0.5239564,0.54181867,-1.133825,-4.2657438,125.122085
3285,-0.033954,0.78610252,-0.5614834,-5.0065502,48.1990189
3287,0.55228878,-0.9042674,2.54099906,3.77730855,-56.928945
3288,-0.6288024,-0.6144805,0.13289726,-0.974778,64.2618886
3289,-0.1724143,1.73538543,1.00323006,0.67003709,-73.113701
3290,-0.4807446,0.46233236,0.89608214,-0.1493597,35.3202728
3291,-1.45984,-0.1508379,0.95489116,1.21489732,-38.367834
3292,0.09328041,0.05948298,0.22920987,-4.6384212,-27.382908
3293,0.88161765,-0.5796575,0.95572085,2.41995445,2.7901312
3294,0.39797524,-0.5235998,-0.544126,0.3875575,9.68617367
3295,0.21559252,-0.1202433,2.956826,-0.8133048,52.4451256
3296,-0.2360572,0.33702795,0.95605817,-2.7013181,17.9621774
3298,-0.6463179,0.62933663,0.97162629,-6.9999115,11.1517099
3299,0.05252131,0.84009464,-0.0132562,1.83291173,18.5680512
3301,-0.2704038,0.12106989,0.99132448,-1.5321189,-46.934764
3303,-0.0729971,0.85352848,-0.021814,-4.8972004,12.9737759
3305,1.4719655,0.55755499,-0.2195453,-4.0656222,84.9520193
3306,0.19581423,0.54405524,-0.2135925,-2.9645458,78.8920298
3307,-0.8877577,-0.9924092,2.69572247,0.89998176,10.0197227
3309,0.10705195,-0.0806265,-0.2347419,-2.5669068,147.207796
3310,-0.5346224,-0.4859328,0.87393817,-1.2107669,70.0948335
3311,0.57825867,1.23959435,0.86379176,-0.6505361,4.05803526
3313,-0.4626377,0.64539981,-0.1004917,-4.0440718,-32.526984
3314,0.04991869,0.62093864,0.81021761,-1.560235,58.9360471
3315,-0.2393455,-1.2643621,-0.0680662,-4.7367342,-16.535226
3316,0.38429718,0.37989138,0.85783976,-3.7516135,10.1560313
3319,0.31145082,1.08445664,-0.7102814,2.31648652,-39.18665
3320,-0.4249854,-1.2615893,-0.1454514,-0.0507425,67.8617914
3321,-0.9346922,-0.3132093,0.84553821,-2.2329978,-7.113785
3322,-1.372055,-0.4498939,-0.1275933,-1.7475102,50.1107574
3326,-0.9924655,-1.1419985,-1.0978303,-2.2421219,32.6088025
3327,-1.433705,-1.1504175,-0.157357,-2.2528979,92.8497653
3328,2.08774649,0.12721752,0.87304734,-1.2194143,54.9723234
3329,0.0614837,-0.5232647,-0.2645042,-4.0722944,211.641759
3330,0.978237,1.96974804,1.92598025,1.16218818,16.5197544
3333,-0.0225478,-0.772207,0.10990824,-0.8806258,181.773045
3335,-0.6662598,-0.2430653,0.84859584,-1.15182,100.351824
3336,-0.8084796,0.18654465,-0.1335466,1.15141223,81.9467823
3337,-0.7973066,-1.4825231,0.756248,-1.7491611,103.983226
3338,-0.4816459,-0.3142228,1.89352298,2.2384683,-29.979143
3339,-1.1449786,-1.4404108,0.83958567,-3.3340752,25.632242
3341,-1.2398676,0.21347475,0.83669012,-2.3539759,122.071758
3342,-0.5976075,-0.9343014,-1.7318469,-2.5470063,101.111289
3344,0.35911583,-0.9108116,0.16690313,-2.9695291,48.4727329
3345,0.38833079,-0.7585396,0.44211246,-2.5088701,128.443251
3346,-1.159196,-0.2577744,-0.4011495,-1.7806145,-30.243772
3347,1.68173211,0.59260072,0.48431075,-1.7743394,89.2532211
3349,-0.1169578,0.33158679,0.53856715,1.17005741,36.9082583
3350,0.10161634,-1.2900086,1.37078652,0.00587958,-1.1424624
3351,-0.4307756,0.18922425,0.80061637,-2.3735216,54.5351519
3352,1.40219635,0.16504512,0.12382931,-2.7698707,71.1745538
3353,-0.0373958,-0.3119203,0.13036632,-3.7333508,-9.5704285
3354,-0.8111629,-1.0992863,0.8422847,0.33402184,25.086209
3355,-0.3551514,-0.5444349,0.95425564,0.92239075,23.6908505
3356,-0.848277,0.19112495,0.9542554,-3.0776093,19.5838785
3358,-0.6299682,-0.3079556,0.83372314,-2.0960001,-10.043478
3359,0.09988273,0.10452196,1.0210645,-0.821974,-55.48614
3360,0.27615776,0.41271521,-0.0218843,-3.6291672,-1.9151111
3361,2.23156173,1.18174855,0.8514531,-3.0261218,-98.639964
3362,0.22091571,1.08903696,-0.3649787,0.84898098,-53.209762
3363,-0.6986371,-1.5262807,0.79466365,-0.4745985,81.1671996
3364,-0.6933329,-0.598509,0.8720483,0.83940956,2.85418463
3365,0.034148,-0.9630921,0.51445281,5.75032447,85.1832466
3366,-0.6337887,-1.5490437,0.32871817,-1.4530309,5.47205409
3368,-1.328275,0.69312158,1.25732888,-3.3955364,-7.2392572
3369,-0.7080993,-0.634364,0.23924447,-2.7103342,11.7487226
3370,0.41615994,-0.568486,0.20307408,3.66006791,49.7226929
3371,0.87035361,1.11696784,1.39738654,-1.5686595,-30.41086
3372,4.77464109,1.51608125,1.2392446,-1.7103355,11.7486996
3374,1.62113165,0.34445556,0.22718771,-4.9202014,24.4067682
3375,0.50588374,0.87114241,0.81847462,-2.0702885,69.7111923
3377,-0.9842015,1.4705978,-0.7350994,4.02001436,129.583157
3378,0.24356099,-1.3940165,0.10216902,-3.6880452,0.90577321
3379,-0.2326095,-1.1180225,0.29349994,-4.7659397,-37.586213
3381,-0.2144875,0.25460648,1.78871123,-4.5756759,104.892165
3383,0.22004518,-0.3114139,0.9542555,1.92239139,53.8608893
3384,0.71410475,-0.5803942,1.33179469,-2.5957663,46.5601008
3386,-0.5051999,0.54453653,1.29899859,-2.10932,79.0281109
3387,-1.0411551,1.02056922,-1.2547272,-2.6054021,17.9147291
3388,-0.6680687,0.91729687,-0.6219987,-2.0595127,24.4121746
3389,-0.1358052,1.75254949,-1.6279517,-2.160591,30.701177
3390,1.0281447,-1.4192765,-0.2124869,-1.1674633,-68.551227
3392,2.10281666,-0.286965,0.06645303,0.70548966,63.0028114
3393,-0.5880579,-0.6448522,-0.8740212,2.71626551,3.83073154
3394,4.03022272,-1.603929,0.36488821,-2.8234334,8.71606726
3395,0.70256343,0.06208271,1.35886019,-1.9283659,19.386023
3397,2.97607057,-0.0811909,1.58999529,0.13472599,-16.207764
3399,-0.0518989,-0.2258146,-1.0347431,-0.0128279,168.384756
3400,1.50614993,1.37578141,0.0605001,-6.3955866,73.1467698
3401,0.13613475,-0.4828422,0.91168373,1.07747199,221.955746
3402,-0.2454371,-0.1480578,0.24432022,-1.9220919,141.967043
3403,-0.9851616,-1.9043643,0.61355928,-2.2977429,5.96100577
3404,-1.0088859,-1.2094945,1.64432635,-4.5594489,64.0527115
3405,-0.9798172,1.11151696,0.10216831,1.31195542,47.8847534
3407,0.03270873,0.39265602,0.09621594,-2.7891217,62.564781
3408,-0.7267623,0.09675606,0.08431056,0.00872263,74.9098066
3409,-0.8857882,1.00548225,1.73128502,-0.7678874,23.1113648
3410,-2.3082919,1.34357253,1.61355878,-1.2977431,26.8640112
3413,-0.2521194,0.45539796,NaN,-0.4662718,28.0386771
3416,-0.4430582,0.38116881,0.3260534,-3.3356491,73.7586854
3418,-1.4086806,-0.5313421,0.39839515,-0.0764559,1.17768396
3420,-2.6235002,-0.1480618,1.34801435,-5.1379542,82.6406852
3423,-0.0325179,0.1071325,0.60445582,-4.2813107,73.9883889
3424,0.72476518,0.19209656,1.34188925,-0.7148755,-14.211785
3425,-0.0267132,-1.1889409,0.24663184,-0.8334121,-44.754684
3427,-1.2896125,-0.2593122,-1.7528918,2.21115707,-23.808642
3428,0.78066945,0.01196329,1.74872035,-3.2840121,47.1373268
3429,-0.9592984,-2.3371857,0.24655507,-3.4422131,-48.132709
3430,-1.2698799,0.05730346,-0.7530921,-2.9717262,-32.592642
3431,0.4633728,-0.1088394,0.24557247,-1.5948736,-91.376691
3433,-0.5512269,-1.4866606,1.28403595,-1.5609896,-3.0608605
3436,0.75621673,-0.0625054,0.25127998,-4.5107901,85.8217842
3442,1.4474457,-0.135949,-0.7990559,0.39723377,-14.973459
3445,-0.2428825,-0.9807257,2.25158392,0.97121074,81.9998396
3446,-0.2315623,-0.8268142,2.21511712,0.34467508,31.3807793
3447,-1.3640226,1.01178577,-0.2311671,-1.2728295,10.7758276
3448,0.61038927,-0.1200063,2.10064753,-3.4093457,41.0694553
3449,-0.2555891,-0.0149088,0.2800895,-1.0827541,28.3139375
3451,1.26371744,0.05645993,1.1837722,2.76111416,91.6564107
3452,-0.5905092,-1.4355856,2.68217549,4.60804341,22.3234105
3453,0.36386631,-1.4406599,0.90361202,2.81070177,11.029505
3461,-0.9474122,-0.8502858,0.48177701,-0.7098397,97.4535443
3464,-0.1988985,0.97363479,-0.8065362,-0.3656862,-27.73458
3465,1.72137598,0.83211783,1.1934637,-6.3656863,-27.734558
3466,0.45921501,0.64137489,0.19346387,-2.365686,-27.734537
3467,0.80791431,-0.3982754,-1.3124895,-2.4667641,-14.014575
3468,-0.4935102,0.09662561,0.22917894,-1.7592211,-56.959618
3469,-0.707082,1.59672132,0.45341887,-1.7353795,-60.783983
3470,-0.4997568,0.48446142,2.56352999,0.68798303,108.940891
3472,0.80800487,1.39656247,0.70975507,-4.1484607,25.0542481
3475,-0.2327655,-0.2531431,0.55889839,-1.5447651,-34.437533
3478,1.02306054,0.95813172,1.49494373,-0.4040804,9.82433588
3479,-0.0640941,-0.335315,1.49475911,0.68479457,1.54834428
3480,0.32005239,-0.6552152,0.49251727,0.89779297,-99.140682
3482,-0.0391291,-0.7899335,0.11012564,0.21922698,92.9374104
3484,-1.1162018,-0.7944003,2.04890633,-1.4465783,-19.81216
3485,-0.1742532,-1.0634651,1.57464745,-2.5260244,50.2538638
3486,-0.1163361,-0.3424101,2.04925948,-1.3060916,-4.3751484
3487,-1.3597388,-0.7894602,0.54870699,-0.3494614,-28.53614
3490,NaN,NaN,0.10340137,-2.1865102,107.792001
3491,4.15603529,-0.7445377,-0.2057378,0.56940149,123.675445
3495,1.17916309,1.13180754,0.35378854,-4.419824,70.3144251
3496,1.51021584,0.67230627,0.41926807,-4.3079702,5.15243639
3498,-0.8687876,0.46909661,0.41926784,-1.30797,9.22343723
3500,-1.7358396,0.11759741,2.04767817,-1.1174021,-62.62214
3501,-1.0307828,-0.9773255,0.82455053,0.628867,48.5034107
3502,0.77661111,-0.9480363,1.04912112,3.05806568,5.93286149
3503,-0.1852446,1.69378945,0.48305235,-0.8179438,57.3700634
3504,-0.4360243,1.40858814,-0.9693266,-4.0093239,8.29100047
3505,0.49609411,-0.6881878,0.59198201,-2.7075556,-60.132785
