Id,ebv1,ebv2,ebv3,ebv4,ebv5,acc1,acc2,acc3,acc4,acc5
2077,0.18688589,1.1028066,-0.6796835,-0.293181,33.088156,0.419818,0.63593483,0.7966087,0.85834244,0.86585648
2078,0.01490486,0.23349623,0.25449098,1.28378901,47.8053648,0.47033389,0.64974576,0.88768651,0.92000911,0.92525883
2096,-0.7880267,0.15979621,-0.311255,-0.4751995,2.28412529,0.47975028,0.68234993,0.779755,0.83736203,0.84487757
2110,-0.9586376,0.26960282,-0.8097292,-0.8674079,82.9805477,0.44666725,0.66365201,0.79976074,0.86169835,0.86932096
2112,-0.3407795,-0.2228944,-0.2198543,-2.3092821,115.326618,0.4452652,0.65484507,0.76953487,0.83619136,0.84674993
2113,-0.2960324,0.71248709,-0.8840053,-2.4158165,112.203716,0.47716364,0.67744087,0.81349362,0.85764477,0.86682502
2116,-0.629001,2.28504002,-0.5251214,0.16291076,-13.472554,0.44222821,0.64486842,0.73711343,0.80410285,0.81531439
2126,0.28573169,0.76985074,-0.6657185,-1.3262606,75.712572,0.46684346,0.63204981,0.76795504,0.82731606,0.83507083
2132,-0.577257,0.66345691,-0.1596774,-1.5832849,-14.459097,0.42685208,0.60730879,0.73915534,0.80061818,0.81006873
2133,0.72112004,-0.223563,-0.3686839,-2.3621885,43.8702007,0.37802181,0.5943409,0.73240741,0.80172469,0.81063417
2135,-0.6116333,0.78458482,-0.7116536,-1.6816209,-17.404454,0.43718558,0.61820755,0.7999486,0.85433897,0.8616246
2136,0.1927381,-0.8398623,0.07032755,-0.9081815,48.5110228,0.60850107,0.77356945,0.82570967,0.87968494,0.88694614
2137,-0.4865161,1.64912728,-0.6007582,-3.5991234,24.7055012,0.47426882,0.65888429,0.79743402,0.86045287,0.86885878
2138,0.30734848,-0.3626421,-0.033511,-3.7608157,-17.443248,0.47274695,0.6486523,0.75107448,0.82350831,0.83343906
2139,-0.5218362,0.4287556,-0.2172469,-1.1854043,6.29915459,0.45806429,0.64363376,0.82099503,0.88256743,0.89025481
2140,-0.8852881,1.94639466,0.23457153,-2.1035335,-7.0451542,0.52319822,0.66448675,0.80095172,0.85853344,0.86656655
2141,-0.837265,1.62931926,-0.1855668,-2.4681674,41.0133047,0.49899334,0.68012346,0.80978111,0.86530817,0.87298129
2142,-0.4220754,1.08843594,-0.6549255,-2.3801016,37.1458613,0.32556783,0.5262953,0.66346939,0.74677713,0.75702897
2147,0.76515841,0.9730671,-0.522477,-2.4616481,96.7135005,0.55552864,0.67998572,0.80418294,0.85316792,0.86019592
2148,0.47461913,1.67049377,-0.4250308,-2.3953386,14.2322468,0.51820362,0.66508096,0.79795533,0.85165854,0.85878146
2149,0.69966408,1.75781742,-0.6683227,-2.4212197,42.497539,0.45680821,0.62074159,0.74972184,0.80951591,0.81779525
2156,-0.0318747,0.65120797,-0.5763231,-0.3990433,18.2874155,0.47141144,0.63225313,0.78574419,0.8422889,0.84996937
2157,-0.1308353,1.56968796,-0.7261425,-1.9724835,2.32992715,0.53909312,0.67963601,0.8098569,0.85699119,0.86354738
2158,-0.6883532,0.64700479,0.03556175,-0.4243542,13.0135002,0.39977574,0.5806128,0.7449309,0.81062518,0.81908249
2160,-0.7425217,-0.3048105,-0.3287486,-1.3308493,50.3497946,0.43962572,0.61808932,0.72495565,0.81201973,0.82302609
2161,-0.7372052,1.10653561,-0.265287,-0.786275,11.9113149,0.48388878,0.65535387,0.81073035,0.87083227,0.87859623
2163,-0.3859516,0.70812658,-0.1642743,-1.7363894,23.6755334,0.51296271,0.66801768,0.78072059,0.84632137,0.85543192
2164,0.05831671,1.75000555,-1.0217797,-1.4155775,78.0416921,0.45616998,0.63688836,0.79753824,0.84767676,0.8550201
2165,-0.6361556,1.54890635,-0.597449,-3.2246869,9.55562068,0.4745648,0.65648667,0.82405843,0.87431973,0.88100152
2166,-0.7786909,0.44204892,-1.150951,-0.8017036,91.4122204,0.40498776,0.59988507,0.71116645,0.80161039,0.81341133
2170,1.35476308,0.73103911,-0.2339762,0.29950176,46.1601559,0.57294221,0.69874484,0.80077657,0.85079512,0.85816453
2171,-0.0247067,0.53608778,-0.5154602,-0.8908175,0.96796408,0.44851978,0.62944397,0.77672076,0.85072279,0.85987766
2174,-0.789211,1.94655226,-0.1074425,-1.8956472,52.9815141,0.582888,0.71511283,0.80268818,0.85333156,0.86109083
2176,1.13336891,1.29664958,-0.2758047,-2.2454473,-7.0938613,0.5987585,0.74257751,0.80939257,0.8545044,0.86540971
2178,-0.0937359,1.22972113,-0.2288367,-0.0482234,22.4566787,0.50754552,0.65261926,0.79406687,0.8587731,0.86711067
2179,-0.2909516,-0.1123387,-0.4250313,0.54629991,55.0492782,0.75033567,0.85912645,0.80879742,0.86999642,0.88366982
2181,-0.370637,1.09540313,-0.570773,-2.5161654,45.5971759,0.5109746,0.67781048,0.78122964,0.84600908,0.85481074
2183,-0.2064569,2.1401999,-0.0614559,-0.8697314,20.3193984,0.41737182,0.60122134,0.69707199,0.75051601,0.7579774
2187,-0.4908491,0.6150959,-0.7506219,-1.5447164,49.4045864,0.48298451,0.66811805,0.79237913,0.86136857,0.87071747
2191,-0.184086,0.86088495,-0.5684156,-2.7638092,81.1969906,0.48581405,0.62481748,0.77453551,0.83898334,0.84774409
2194,-0.1408531,0.30475293,-0.5959952,-2.8310492,80.5973135,0.45474313,0.66378802,0.78854605,0.85087335,0.86134377
2199,1.01712701,0.73496312,-0.2701486,-2.8414703,61.862525,0.49058078,0.66088865,0.74087168,0.81480105,0.83232716
2200,-0.4580886,1.44826298,-0.1722082,1.48827216,53.2059155,0.57237044,0.73305129,0.84266961,0.89059823,0.89712139
2201,0.26660268,1.63378928,-0.4045141,1.1076406,44.6529051,0.42462332,0.62666791,0.79416484,0.86284705,0.87129411
2202,-0.5739956,0.90420474,-0.6485584,-1.2114226,43.1660154,0.48216352,0.6771978,0.78946501,0.85342406,0.86254393
2204,-0.6451714,0.0904768,-0.7882263,0.22993632,35.6084058,0.44859524,0.64336766,0.77591612,0.8472652,0.85624246
2205,-0.821137,0.96808942,-0.3430434,-0.4295163,73.1387776,0.46479997,0.63478101,0.75169687,0.82144193,0.83118421
2206,-0.0701529,0.42663526,-0.3585762,-0.967927,33.4137959,0.43189621,0.62933393,0.75580186,0.83700686,0.84733087
2207,-1.0186003,0.82237406,-0.7064878,-2.64964,8.58314114,0.44551531,0.68056673,0.78917556,0.85063537,0.85932873
2208,-0.2282672,1.45884325,-0.2482249,-1.8387285,44.9850468,0.5122453,0.65092168,0.84890357,0.89654303,0.90307713
2210,0.57229166,1.18684256,-0.2409607,-3.0702405,88.7135968,0.44374287,0.62404978,0.75039335,0.82857234,0.83852715
2211,-0.1741726,0.48182468,-0.2729947,0.3299934,74.2840995,0.35806569,0.61472093,0.79241751,0.84907467,0.85619467
2212,0.90006888,0.96011721,-0.3227269,-1.0211564,39.4169597,0.39931049,0.61204298,0.7782595,0.83294746,0.84030794
2213,0.74947603,0.38907166,-0.1495736,-1.7966825,81.2822536,0.44989775,0.67203391,0.79567023,0.85989424,0.86810481
2214,0.08016085,2.50368822,-0.0858676,-1.7301179,48.4761733,0.48685201,0.6888844,0.84395021,0.89557491,0.90235033
2216,-0.447889,1.26086587,-0.6157147,-2.7908891,39.1474415,0.46026284,0.62527401,0.74227777,0.81753935,0.82750912
2218,-0.374021,1.40598605,-0.3478939,-0.7741144,46.849869,0.48576552,0.62859676,0.7647912,0.83870946,0.84964816
2227,-0.6299921,-0.0137557,-0.2321744,-1.0889521,40.7316748,0.55034973,0.70911304,0.88838173,0.92542382,0.9303703
2241,0.39478914,0.18882161,0.34979559,-1.3917116,49.8427522,0.76494341,0.86492089,0.93182583,0.95076883,0.95449779
2244,0.11939268,1.2704042,-0.1126721,0.05559266,49.6354972,0.73326663,0.83377083,0.9335548,0.95214744,0.95753167
2250,0.00554068,1.90952574,-0.1197052,-1.3440681,45.2202733,0.51671128,0.68606791,0.90223582,0.93724811,0.94260648
2268,-0.1636619,1.36864108,-0.2250551,-0.3842773,71.6590867,0.48894076,0.66574616,0.82056132,0.87500746,0.88234157
2286,-0.311299,1.20002122,-0.3469731,-0.6921957,36.1291164,0.38555076,0.60949476,0.82346404,0.88090487,0.88817947
2311,0.10235062,1.25322339,-0.3549189,-1.1507703,53.3071334,0.57754309,0.73149074,0.90947406,0.93662189,0.94135018
2315,-0.2489715,0.52156994,-0.4276036,1.1744652,69.5713416,0.61396021,0.76596181,0.91188706,0.93923907,0.94399735
2331,-0.2887218,2.05323612,-0.0634098,0.30148432,109.032534,0.65451756,0.80176846,0.87409903,0.91266119,0.91806604
2352,-0.8445236,0.43398087,0.41005398,-0.3718004,100.86319,0.70012347,0.83386449,0.69724287,0.93606721,0.94014612
2357,-0.1925863,1.34262806,-0.4478267,-2.3218862,52.3801425,0.45956416,0.63419684,0.73575198,0.81604422,0.82598782
2358,-0.2413563,2.45653371,-0.2127224,-2.3465836,19.4499317,0.59659361,0.74803769,0.86249968,0.90314594,0.90944054
2359,-0.4733374,1.25639241,0.01307456,-0.7757046,-14.049994,0.48681637,0.67882749,0.79419886,0.86208683,0.8714501
2362,0.18174108,0.81443629,0.61856252,-0.3854244,47.2706239,0.7143854,0.84585405,0.69865472,0.93911018,0.94316844
2363,-0.4520932,0.07768213,0.2502113,-3.0082187,36.3351237,0.45691165,0.62455231,0.77369478,0.83436478,0.84719918
2364,0.45606772,1.16148382,0.326552,-3.398632,13.6793148,0.66243454,0.80325889,0.91671125,0.94266037,0.94743919
2365,0.32075375,0.35329598,-0.0222613,-1.1431472,14.6730277,0.49024662,0.65309254,0.81687929,0.87215491,0.8799148
2370,-0.3005207,1.50211721,-0.4078832,-2.9164231,54.2981621,0.55223468,0.69422605,0.80845225,0.85741367,0.86457755
2371,0.47249131,0.64625367,-0.2660321,-0.9114462,8.07243747,0.38203532,0.59822966,0.59029779,0.70682027,0.73526444
2372,0.59319418,-0.3549746,-0.122163,-1.899886,11.6450556,0.43077971,0.59578162,0.53697655,0.65833603,0.69221078
2373,0.26996956,1.3470865,-0.183945,-1.6885889,58.0263867,0.45282126,0.65736546,0.82313468,0.88321755,0.89076699
2375,1.20910079,1.00361099,-0.0466209,0.28478443,25.8880435,0.47538208,0.66540239,0.81901071,0.87662668,0.88421335
2376,0.67067941,1.29022378,-0.7046289,-0.175708,1.75796326,0.53349227,0.68728358,0.80812136,0.86822919,0.87807843
2378,-0.1260796,-0.6110095,-0.9653667,-3.5901409,17.7864458,0.41004173,0.61363397,0.66961671,0.77119373,0.78425079
2379,0.06232569,0.71789914,-0.0557006,-0.0096422,120.411377,0.66955763,0.8236308,0.7293396,0.92964503,0.93419584
2380,-0.473323,-0.777262,-0.5815504,-0.9527552,123.404399,0.51250551,0.69007759,0.73888227,0.81951213,0.82982057
2381,-0.3429603,0.65339665,-0.0305331,-0.6822541,116.486143,0.6468222,0.80775273,0.67353234,0.92401552,0.92877858
2385,-0.0099845,1.25064029,-0.1627898,-2.1918438,113.168893,0.46815695,0.65239371,0.71648914,0.80062632,0.81193516
2386,0.97769328,1.79297466,-0.1055588,-2.0629408,80.8103522,0.46385372,0.64090957,0.75402864,0.82799839,0.83707365
2387,0.95366799,0.95864545,-0.1193057,-0.6543836,26.3682731,0.43984966,0.63161737,0.68452065,0.77514862,0.78676567
2388,0.34979817,0.72380059,-0.3159259,-0.9693776,38.9931397,0.52706625,0.7135103,0.77390429,0.84519219,0.85408832
2389,-0.7122868,1.49668884,0.03035828,1.87766047,3.52610159,0.49461312,0.68815465,0.76712229,0.83851211,0.84780312
2390,0.03626926,1.05829466,-0.0579055,-1.5633992,84.1588843,0.44233946,0.62142043,0.69609227,0.78434561,0.79621509
2391,-0.0904354,1.09653869,0.09904295,0.0609235,67.7795189,0.5257197,0.70273304,0.78686288,0.84668756,0.85430574
2392,-0.0286025,0.07394046,-0.0817316,0.54199904,64.1744266,0.46655049,0.66812598,0.69996335,0.79308418,0.80503955
2393,-0.0577963,0.20233293,-0.2488519,1.02914458,49.257596,0.45891875,0.63329594,0.68945037,0.78390881,0.79609334
2394,-0.5937862,1.46092554,-0.3854668,-0.64383,2.18256103,0.46800451,0.65221298,0.69225118,0.77884222,0.7906629
2395,0.12349755,0.08134769,-0.1249441,-1.6737216,32.9168742,0.72839127,0.84788364,0.91794378,0.94351216,0.94864125
2398,0.15576927,1.82600865,0.05474785,-0.9372891,-67.493631,0.77108369,0.87025904,0.93111644,0.95373111,0.9590936
2401,-0.4114715,0.70089895,0.20740915,-1.4345869,18.1437234,0.44678649,0.64831983,0.70246691,0.79272516,0.80395854
2402,-0.660864,-0.3739196,0.01988026,-1.0476506,44.5940402,0.45931914,0.63997285,0.72279703,0.80641357,0.81673418
2405,0.31769313,-0.1905065,-0.3456219,-3.3759784,89.3977552,0.4848793,0.66095269,0.78792561,0.8541071,0.86398557
2406,-0.1349031,0.83598231,0.02672532,0.33395311,90.3775633,0.42911458,0.62204278,0.78767375,0.85568674,0.86452581
2408,-1.1749021,0.05834502,0.07111604,-4.9838106,35.1579123,0.51730264,0.6970193,0.82325779,0.88263732,0.89050545
2409,-0.7202371,-0.0867858,-0.4313761,-3.8916975,80.8001606,0.51783839,0.70181007,0.84395222,0.89499068,0.90163197
2410,-0.8557122,-0.1666789,-0.792155,-3.3174041,67.7206492,0.53914856,0.73220685,0.84353874,0.89356902,0.90015134
2411,-0.7315713,0.67049513,-0.0033207,-0.864158,70.7321802,0.68366425,0.80909528,0.90130088,0.93365325,0.93997215
2413,-0.4089876,0.64453368,-0.257729,-1.0356095,23.2354969,0.41574606,0.62040336,0.70096191,0.79374483,0.80666254
2414,0.49833324,0.15091099,-0.6464858,-1.9288407,44.4733081,0.65501752,0.79582202,0.88263177,0.91770249,0.926509
2415,-0.1389925,-0.7740453,-0.7049082,-2.753233,-8.8713688,0.40044325,0.62779518,0.62162311,0.7351202,0.75013482
2416,-0.7946978,0.07168863,-0.4076494,0.26210883,136.947395,0.48165922,0.66807798,0.78227468,0.84784548,0.85675518
2435,0.29189685,0.12201292,0.22311336,0.35225458,66.4350918,0.49595185,0.64724483,0.77112887,0.82618907,0.83901465
2437,0.71332489,1.89608943,-0.1354,-2.3689995,34.3374957,0.47044332,0.63088996,0.76900061,0.84051399,0.85197278
2439,0.29595039,1.1117787,0.17633632,-2.5918858,-3.1436625,0.50560896,0.64683728,0.82162506,0.87525586,0.88431956
2441,-0.2728708,2.097681,0.3675191,-1.0419854,-24.459285,0.50749877,0.61679767,0.68473093,0.76581373,0.77897219
2444,0.42683076,-0.0463317,-0.5232971,-1.6084116,54.1527443,0.72730978,0.84400454,0.93248946,0.95574726,0.96035395
2445,0.34418381,1.08993627,0.36897277,-0.3864282,71.6068707,0.4639861,0.62963414,0.77400891,0.84083604,0.84968959
2447,0.0075021,1.60458458,-0.1197791,-1.9608636,28.6073575,0.46552701,0.67070802,0.77008641,0.83889198,0.84757614
2452,0.25916699,0.76150899,0.45857013,-0.9441236,27.0974471,0.55250016,0.71511,0.8151423,0.86833873,0.87733636
2455,-0.2470158,0.79231158,-0.1348559,-1.0355161,-19.1402,0.45833784,0.65586853,0.73462616,0.81920328,0.82991673
2459,-0.3106419,1.30615125,0.40319513,-1.1302028,9.80947113,0.48626417,0.63173921,0.73671504,0.81184056,0.82811526
2460,-0.8766534,0.78747061,0.21517091,-1.5617368,0.18455656,0.48301243,0.66792256,0.76221273,0.83541051,0.84444122
2461,-0.1636035,2.29532017,-0.5050191,0.46873239,32.3737203,0.47460209,0.6424905,0.67732974,0.77106589,0.7834535
2463,-0.9437505,2.75655624,-0.0817639,-1.2231099,89.6203141,0.57166949,0.70438484,0.83343756,0.88404358,0.8921169
2467,-0.9249484,-0.3045526,0.03732197,0.02608044,51.170762,0.43810999,0.63886725,0.70610796,0.78932086,0.7999525
2471,-0.6294715,1.09040335,-0.4190224,-1.8376788,68.2952439,0.47292825,0.64577527,0.7847324,0.85672589,0.8678977
2472,0.26960646,1.01007694,-0.0230049,0.3902462,42.0404611,0.49349767,0.66586621,0.77935669,0.84969289,0.86239593
2473,0.1292168,0.35935494,0.02833829,0.30652022,1.34882933,0.44516584,0.62876127,0.69485,0.77877561,0.78990715
2475,0.40254685,1.46078968,-0.2372847,-0.8039479,35.6558136,0.44497016,0.61763078,0.70140142,0.78990599,0.8019995
2476,-0.1928663,2.66463099,-0.1923289,-1.2984084,45.2808299,0.52694226,0.6932474,0.82147309,0.87877302,0.8849425
2477,-0.2661251,2.80785538,-0.0388141,-0.9273345,24.0196629,0.64374824,0.76680268,0.85914037,0.89826392,0.90406416
2478,-0.6438439,2.27157102,0.07138028,-1.010636,55.5514285,0.46547753,0.63962808,0.69708716,0.78517627,0.79654303
2479,-0.9350529,0.49547135,0.18007609,-1.7561522,85.5466025,0.41405436,0.61896485,0.68917595,0.78227474,0.79442884
2483,-1.0862839,1.24317122,-0.2001614,-1.40964,28.7951939,0.46899216,0.6688687,0.72420218,0.80855612,0.81948614
2487,-0.7795375,0.5845207,-0.6431931,-3.178915,58.4235011,0.48062973,0.6773526,0.7708321,0.84224539,0.85147009
2492,0.3987072,1.03823281,0.21230337,-1.3146363,18.1946635,0.50709399,0.63681129,0.77986465,0.84910423,0.86258709
2494,0.10021169,2.89723904,0.21855496,-0.4698506,18.2702149,0.53817752,0.68688329,0.82871636,0.8721418,0.88382745
2495,0.31115947,0.73901862,-0.1477134,1.13585441,45.3931743,0.42191524,0.62627031,0.77274325,0.84754159,0.85707756
2496,-0.2852933,1.46298262,-0.2839586,-1.5128182,52.2109335,0.52341157,0.71067666,0.80798633,0.86670586,0.87761956
2498,0.83261065,1.63286485,0.11567804,-1.6397735,19.2144687,0.58253654,0.72607998,0.90648001,0.93635793,0.94138161
2500,-0.0359238,0.7086366,-0.1666407,-0.6717115,41.4562443,0.456944,0.65835072,0.78218243,0.84780174,0.85855408
2503,-0.3007527,0.7213913,0.15110907,0.41407971,-30.431024,0.45280074,0.63138993,0.70571986,0.79097763,0.80199445
2504,-0.0686229,1.56648943,0.09368859,-0.1552813,-9.0463161,0.52548723,0.70617551,0.78800259,0.85085602,0.85651133
2505,0.20946826,1.04926998,0.14008493,-4.0441362,46.9887085,0.74109469,0.85073599,0.92202121,0.94688962,0.95174002
2507,0.55564209,1.97773326,-0.0008533,-2.7231721,44.9103222,0.64469803,0.79223615,0.87515819,0.91034906,0.91536398
2509,0.21600834,1.80841202,0.25031023,-0.6114579,57.7666811,0.47620174,0.68011813,0.82989352,0.88390976,0.8916816
2510,-0.4098971,0.31306297,0.46247032,-1.7973441,94.3532787,0.43396342,0.62668637,0.76635711,0.83141923,0.8405152
2511,0.26925618,0.71262483,-0.2808101,-1.7710518,50.875545,0.63710962,0.7810693,0.88715898,0.92484337,0.93216588
2513,0.96395727,1.86227061,0.17127451,-3.047758,2.51352453,0.51065817,0.69681698,0.82971523,0.87717627,0.88650315
2518,-0.8183715,2.78169584,-0.3234691,-3.6231152,-44.016778,0.50699568,0.68497699,0.79900073,0.85751783,0.87280654
2519,0.23808289,0.52005247,-0.5013574,-2.6419245,75.102962,0.48299415,0.66369829,0.82265815,0.87608164,0.88333118
2521,-0.6870941,1.80451793,-0.1388206,-2.716559,27.4828822,0.47051263,0.62435428,0.80211792,0.86020192,0.86815005
2522,-0.3840097,2.36062398,0.18376964,-2.9464628,-6.5704631,0.48226146,0.65678005,0.80356199,0.86291417,0.87240232
2523,0.13807849,-0.0775974,-0.337559,-2.8614545,81.1135828,0.75329645,0.87002514,0.93869016,0.96082784,0.96446348
2524,-0.4340568,1.14703053,-0.3524157,0.99430656,1.08180236,0.45191493,0.6214808,0.68219227,0.77642512,0.78818378
2525,0.73859658,-0.2330398,-0.5429076,-2.8854167,39.996136,0.63887117,0.77912443,0.92150106,0.94582876,0.95068756
2526,0.36269474,0.26546533,-0.3214789,-2.7241913,51.4095686,0.51387508,0.67609954,0.81392772,0.86797945,0.87553267
2527,0.05151199,0.24701472,-0.1355825,-2.5295442,40.9519856,0.47701454,0.63139246,0.7788859,0.84955525,0.85961398
2532,-0.7618313,0.66485527,-0.3449966,-0.2321154,17.0413195,0.45321065,0.63001498,0.67137201,0.76544125,0.77817323
2534,-0.6732612,1.1503784,-0.292725,-2.5261585,25.1907883,0.49643724,0.620492,0.79503044,0.86131039,0.86983395
2537,0.25927144,2.09462971,0.21026221,-1.6658355,-37.880548,0.49201728,0.63921388,0.7804043,0.83805611,0.84655924
2538,1.33754576,0.89667332,-0.1572755,-1.8657284,65.2670346,0.85956778,0.91942335,0.9483489,0.96241829,0.96742565
2539,0.96347709,0.02885352,-0.4929776,-2.4317769,116.352632,0.5512924,0.66925991,0.79079398,0.84848014,0.85793583
2540,0.13747646,0.48811171,-0.339908,-2.2573951,70.3610995,0.51084683,0.66112985,0.79642035,0.85924356,0.86895292
2543,1.12158198,0.53106629,0.19975273,1.45623261,39.9609356,0.44835563,0.61752803,0.7701375,0.84113099,0.85052781
2545,-0.6495752,0.93671741,-0.025555,1.0871095,29.9302235,0.43502275,0.63494417,0.72050363,0.80520068,0.81575128
2546,-0.376953,-0.1510563,-0.4009408,-1.0645446,91.8091114,0.44846348,0.6403205,0.76963416,0.84496464,0.85607963
2549,1.15446161,1.23824731,-0.5649721,-2.3471953,82.7698332,0.52568039,0.71447095,0.4776775,0.43776108,0.76654191
2555,-0.0862725,0.08278903,-0.079638,-1.3383175,33.272841,0.47081712,0.68224421,0.73640937,0.81712095,0.82718873
2557,-0.1312056,1.50055181,-0.5675753,-2.1707844,83.916427,0.61934653,0.77084795,0.9367634,0.95780488,0.96202938
2558,0.82508072,0.82962255,-0.0547388,-2.0077934,51.7305937,0.49878331,0.67227649,0.8452886,0.89584929,0.90220584
2560,-0.6827533,-0.2476072,-0.0323469,-2.4346027,52.636539,0.52637528,0.66969284,0.80987419,0.8618565,0.87040571
2562,0.22672731,1.21175721,-0.1017817,-2.5819158,43.4791082,0.58987386,0.758704,0.92145598,0.94649632,0.95114657
2563,-0.2805735,0.22610072,-0.0275142,-1.5949969,77.3520382,0.4849282,0.63706983,0.78282183,0.85204044,0.86141364
2564,0.42953557,0.7446567,-0.0350541,0.47480055,46.8321555,0.48438437,0.62271274,0.78663071,0.84719182,0.85562365
2566,-0.1953365,1.50099339,0.29410068,-2.9437117,-2.4779916,0.70197958,0.83183758,0.934227,0.95505168,0.9593338
2573,0.89844373,0.52246285,0.41047286,-1.1486161,40.3917845,0.6499242,0.7918655,0.87931383,0.9159311,0.92065042
2574,-0.1851015,0.01136451,0.10578994,-0.1878102,56.2351396,0.59996053,0.76239551,0.89533504,0.92866634,0.93334695
2575,-0.5100608,1.90845272,-0.1919874,-0.2818456,81.6666403,0.6117507,0.76931943,0.87678779,0.91496859,0.92014206
2576,0.42433914,0.07644733,0.07641015,-5.6026076,2.52681924,0.52222352,0.70614939,0.8560831,0.90438595,0.91057644
2577,0.87229378,-0.7133626,-0.1041823,0.07448526,38.5999759,0.53148359,0.70505596,0.88331708,0.92331437,0.92847087
2579,-0.0228346,-1.2194938,-0.309429,-2.0438586,70.3772817,0.51703641,0.70775211,0.86468664,0.91084127,0.91675283
2580,-0.4761198,0.3394292,-0.5274235,-3.9132031,73.762164,0.43095246,0.63688049,0.81723197,0.87598222,0.88332025
2582,0.2871012,0.9344175,-0.1402048,-0.5186467,62.4752133,0.47209883,0.60532086,0.87590458,0.91772597,0.92334095
2586,-0.7356586,0.86848706,-0.1340387,-0.2924184,0.08204524,0.47089091,0.64913638,0.18286073,0.44610043,0.45918233
2587,-1.1438596,1.36862673,-0.1621868,-0.1343157,0.62148358,0.50269662,0.67854534,0.19557682,0.44815426,0.46331383
2588,-1.5478202,0.4781541,-0.1667123,-0.6330984,-37.79615,0.46521658,0.62995668,0.22660869,0.56565662,0.58593584
2594,0.06734546,0.74787696,0.37667867,0.37370585,56.2033956,0.39986073,0.61261964,0.76318705,0.82197039,0.83932733
2596,0.67891527,-0.0325107,0.06366124,-0.2987737,108.394939,0.44481956,0.63280061,0.816948,0.87582174,0.88341038
2597,-0.1536272,0.53143643,-0.3056731,2.33490351,5.75051552,0.47760912,0.62930096,0.56674076,0.67950531,0.6952083
2598,-0.3981397,-0.3188717,0.31466964,0.82650167,-48.889946,0.69938668,0.79601086,0.90585306,0.9357067,0.9416793
2599,-1.0855471,0.97871924,0.80127085,0.5410604,-25.59071,0.76191168,0.84271895,0.92246543,0.94694082,0.95158921
2601,0.69401457,1.02341911,-0.4507699,-1.8683623,92.4244323,0.69692774,0.82719866,0.94071754,0.95943801,0.96350593
2604,0.1398195,1.79748052,0.85012441,0.14437516,18.8864582,0.67348878,0.76154419,0.90724324,0.9375088,0.94263535
2605,0.80313073,-0.0793873,0.47265932,0.37329878,49.5170632,0.49194984,0.65909194,0.78593305,0.84616194,0.85548372
2608,0.67951002,-0.4248507,0.1197866,-1.7881651,4.46794621,0.57695228,0.69195022,0.90420766,0.93568799,0.94059496
2609,0.37923498,0.03037003,0.38566294,-1.254027,20.4872468,0.60712949,0.74522615,0.74736055,0.83621605,0.84656252
2610,0.25464042,2.45888773,0.02244767,-1.840412,33.0049615,0.55757466,0.67847316,0.83109829,0.88210385,0.88833373
2613,0.17221164,1.61985559,-0.1448814,-1.7693323,10.9651108,0.48151617,0.65034984,0.81172419,0.86645266,0.87696489
2614,0.26439209,1.48661931,-0.3157627,-3.3490451,-6.7710572,0.45455397,0.61579706,0.74703629,0.81526884,0.82498364
2620,0.14495352,-0.3953077,0.87432524,0.63632718,16.8344019,0.54827627,0.68758133,0.88090463,0.91966313,0.92501891
2621,0.12420815,1.37289601,-0.528235,-4.157701,44.2000907,0.46087606,0.63872443,0.89345417,0.93044404,0.93640439
2624,0.16531896,1.60001406,-0.0444936,-2.5181002,79.0612929,0.53182863,0.60579548,0.74331524,0.802948,0.82045874
2625,0.48312309,0.93154659,0.97347004,-0.1420207,6.07199424,0.6426864,0.67317186,0.74116468,0.82277683,0.8359125
2626,-0.8633646,0.90337763,0.07612286,0.38366916,-29.835851,0.64163246,0.58555615,0.52458137,0.64643226,0.67499258
2627,-0.0452257,-0.3201525,2.48401639,0.08312988,-12.008578,0.68587729,0.71846682,0.77225765,0.84448159,0.85796686
2628,-0.6537493,-0.4762042,-1.4756449,-0.8719785,22.4215394,0.55978041,0.58355581,0.6448606,0.74698904,0.76233326
2629,0.13987959,0.19114077,-0.2547631,0.2595901,18.6692566,0.55917288,0.628158,0.74503261,0.82970235,0.85044345
2630,0.66132855,0.09299199,0.16111169,-0.4776285,-10.498169,0.51755655,0.60910136,0.65875069,0.75275491,0.77671799
2631,0.35608528,0.54443546,0.56150179,0.05452446,17.1006803,0.61650008,0.67799644,0.74391551,0.82434978,0.85073428
2632,0.78003274,0.56473633,-0.3637802,0.71844247,-25.01466,0.54906554,0.61257993,0.56976045,0.67544632,0.71321733
2633,0.90180606,-0.3638569,-0.7496591,0.28597319,-19.083966,0.53107405,0.60043384,0.66926249,0.77228007,0.78670598
2634,0.91616094,0.39123541,-0.0639904,-0.1900714,-2.1262509,0.58569702,0.62958063,0.70822059,0.79928445,0.81661314
2635,0.05222743,1.4156485,-0.0947176,0.31539927,33.482201,0.55471904,0.61914876,0.65934248,0.75181618,0.78805889
2637,0.75434519,0.83361507,-0.3907392,-1.5365767,49.9973996,0.71630033,0.84445138,0.94561858,0.96171362,0.9659433
2638,0.75504573,-0.1946189,-0.1716604,-1.4425702,63.6702467,0.42343708,0.6291947,0.80162368,0.86360698,0.87208673
2639,0.37601153,0.05804121,1.5337579,0.50880482,-11.108442,0.87604987,0.74546844,0.81267146,0.86797547,0.88538171
2640,0.22866988,0.74241644,0.49808135,2.68463737,-0.1668896,0.5460955,0.68952129,0.89809722,0.93199387,0.93663825
